text_id,entity_text,entity_label,start_char,end_char
23,"7,000",CARDINAL,287,292
23,Jordan,GPE,390,396
23,the West Bank,GPE,401,414
24,Mediterranean,LOC,0,13
24,the summer of 2023,DATE,27,45
24,"400,000",CARDINAL,58,65
24,Greece,GPE,82,88
24,Turkey,GPE,90,96
24,Algeria,GPE,98,105
24,Tunisia,GPE,111,118
24,48 degrees,THRESHOLD,143,153
24,Sicily,GPE,165,171
24,European,NORP,182,190
24,"20,000",CARDINAL,224,230
24,an estimated $3.5 billion,MONEY,249,274
24,Mediterranean,LOC,336,349
24,40 days,DATE,368,375
24,the 1980s,DATE,382,391
25,Pacific Island,LOC,0,14
25,Tuvalu,GPE,33,39
25,Kiribati,GPE,41,49
25,up to 50%,PERCENT,140,149
25,the Marshall Islands',GPE,153,174
25,2100,CARDINAL,207,211
25,just 2 meters,QUANTITY,243,256
25,2023,DATE,277,281
25,Tuvalu,ORG,283,289
25,Australia,GPE,315,324
25,up to 280,CARDINAL,356,365
26,Flash,PERSON,0,5
26,Derna,GPE,16,21
26,Libya,GPE,23,28
26,September 2023,DATE,32,46
26,"over 11,000",CARDINAL,54,65
26,"40,000",CARDINAL,87,93
26,Storm Daniel,ORG,99,111
26,two,CARDINAL,119,122
26,414 millimeters,QUANTITY,171,186
26,24 hours,TIME,190,198
26,annual,DATE,218,224
26,270,CARDINAL,236,239
26,50,CARDINAL,306,308
26,50%,PERCENT,331,334
27,Jordan,GPE,0,6
27,approximately 80 cubic meters,QUANTITY,115,144
27,500 cubic meters,QUANTITY,201,217
27,the Jordan Valley,LOC,359,376
28,25%,PERCENT,51,54
28,2000,DATE,61,65
28,the African Union's Climate Research Centre,ORG,91,134
28,Mediterranean,LOC,188,201
28,Southern Europe,LOC,207,222
28,up to 30%,PERCENT,297,306
28,March 2024,DATE,311,321
28,Scandinavia,LOC,377,388
29,Amman,GPE,0,5
29,2023,DATE,50,54
29,40 degrees,THRESHOLD,84,94
29,18 separate days,DATE,106,122
29,August,DATE,140,146
29,The Jordanian Department of Meteorology,ORG,148,187
29,summer,DATE,210,216
29,2.1 degrees,THRESHOLD,248,259
29,1970,DATE,274,278
29,35%,PERCENT,336,339
29,2018-2022,DATE,356,365
30,The IPCC Working Group II,ORG,0,25
30,21%,PERCENT,126,129
30,1961,DATE,136,140
30,South Asia,LOC,158,168
30,Sub-Saharan Africa,ORG,189,207
30,10-25%,PERCENT,236,242
30,2 degrees,THRESHOLD,249,258
30,3.3 to 3.6 billion,QUANTITY,297,315
31,Hurricane Otis,EVENT,0,14
31,Acapulco,GPE,34,42
31,Mexico,GPE,44,50
31,"October 25, 2023",DATE,54,70
31,270 kilometers per hour,QUANTITY,117,140
31,Category 5,LAW,189,199
31,just 12 hours,TIME,203,216
31,the Eastern Pacific,LOC,267,286
31,over $16 billion,MONEY,308,324
31,at least 52,CARDINAL,347,358
32,Sahel,PERSON,4,9
32,Africa,LOC,20,26
32,a decade,DATE,64,72
32,2023,DATE,80,84
32,45 million,CARDINAL,91,101
32,Burkina Faso,GPE,233,245
32,Mali,PERSON,247,251
32,Niger,PERSON,253,258
32,Chad,GPE,264,268
32,The World Food Programme,ORG,270,294
32,12 million,CARDINAL,324,334
32,millions,CARDINAL,383,391
33,Himalayas,FAC,36,45
33,10,CARDINAL,64,66
33,1990,DATE,79,83
33,October 2023,DATE,88,100
33,GLOF,ORG,104,108
33,Sikkim,GPE,112,118
33,India,GPE,120,125
33,Teesta III,PERSON,140,150
33,over 40,CARDINAL,174,181
33,23 billion dollar,MONEY,229,246
33,less than a year,DATE,276,292
33,"over 5,000",CARDINAL,319,329
33,Hindu,NORP,351,356
33,Kush Himalaya,PERSON,357,370
34,approximately 500 million,CARDINAL,54,79
34,70-90%,PERCENT,125,131
34,1.5 degrees,THRESHOLD,138,149
34,2 degrees,THRESHOLD,188,197
34,$375 billion,MONEY,312,324
34,Caribbean,LOC,348,357
34,50%,PERCENT,375,378
34,1970,DATE,404,408
35,Jordan,GPE,0,6
35,Disi Water Conveyance Project,ORG,9,38
35,2013,DATE,53,57
35,$990 million,MONEY,71,83
35,100 million cubic meters,QUANTITY,96,120
35,annually,DATE,130,138
35,Disi,NORP,148,152
35,Amman,GPE,164,169
35,Aqaba,GPE,174,179
35,50 years,DATE,296,304
36,The Kingdom of Jordan,GPE,0,21
36,200-megawatt,QUANTITY,36,48
36,Mafraq,GPE,70,76
36,January 2024,DATE,80,92
36,"2,400 megawatts",QUANTITY,152,167
36,Jordan,PERSON,169,175
36,50%,PERCENT,193,196
36,2030,DATE,242,246
36,29%,PERCENT,256,259
36,2023,DATE,263,267
36,Mafraq,GPE,273,279
36,the European Bank for Reconstruction and Development,ORG,299,351
36,"approximately 110,000",CARDINAL,364,385
37,Singapore,GPE,0,9
37,$72 billion,MONEY,52,63
37,100 years,DATE,80,89
37,up to 4 meters,QUANTITY,173,187
37,The Tuas Nexus,ORG,261,275
37,2025,DATE,334,338
38,UNEP,ORG,0,4
38,Adaptation Gap Report,ORG,7,28
38,2023,DATE,29,33
38,10 to 18,CARDINAL,98,106
38,annual,DATE,177,183
38,215,MONEY,205,208
38,$387 billion,MONEY,212,224
38,Only $21 billion,MONEY,248,264
38,2021,DATE,321,325
39,Netherlands,GPE,4,15
39,River,LOC,30,35
39,2019,DATE,58,62
39,2.3 billion,CARDINAL,76,87
39,34,CARDINAL,106,108
39,"the Rhine, Meuse",ORG,125,141
39,Europe,LOC,388,394
40,Kenya,GPE,0,5
40,Great Green Wall,FAC,8,24
40,over 15 million,CARDINAL,48,63
40,400-kilometer,QUANTITY,78,91
40,2020,DATE,135,139
40,"12,000",CARDINAL,161,167
40,"5,000",CARDINAL,203,208
40,FAO,ORG,236,239
40,the World Bank,ORG,294,308
41,Bangladesh,GPE,0,10
41,1972,DATE,60,64
41,Red Cross,ORG,83,92
41,over 99%,PERCENT,135,143
41,"76,000",CARDINAL,202,208
41,"4,000",CARDINAL,229,234
41,35 million,CARDINAL,295,305
41,12,MONEY,330,332
41,annual,DATE,344,350
41,one,CARDINAL,370,373
42,Abu Dhabi's,ORG,0,11
42,Masdar City,GPE,12,23
42,15 to,CARDINAL,142,147
42,20 degrees,THRESHOLD,148,158
42,10-megawatt,QUANTITY,220,231
42,2024,DATE,312,316
42,Masdar City,GPE,318,329
42,"6,000",CARDINAL,337,342
42,600,CARDINAL,357,360
42,the International Renewable Energy Agency,ORG,403,444
43,Amman,GPE,12,17
43,Climate Action Plan,LAW,31,50
43,2021,DATE,54,58
43,40%,PERCENT,72,75
43,2030,DATE,127,131
43,"300,000",CARDINAL,192,199
43,daily,DATE,200,205
43,"25,000",CARDINAL,218,224
44,Israel,GPE,0,6
44,2025,DATE,65,69
44,200 million cubic meters,QUANTITY,84,108
44,annually,DATE,127,135
44,0.40,MONEY,150,154
44,Israel,GPE,254,260
44,80%,PERCENT,281,284
45,Costa Rica,GPE,0,10
45,99.5%,PERCENT,20,25
45,2023,DATE,62,66
45,98%,PERCENT,160,163
45,nine consecutive years,DATE,189,211
45,Costa Rica's,GPE,213,225
45,National Decarbonization Plan,ORG,226,255
45,2050,DATE,286,290
45,"60,000",CARDINAL,358,364
45,2025,DATE,417,421
46,The African Development Bank's,ORG,0,30
46,10,CARDINAL,74,76
46,11,CARDINAL,112,114
46,Sahel,PRODUCT,115,120
46,2030,DATE,134,138
46,250 million,CARDINAL,165,176
46,2024,DATE,191,195
46,3.2,CARDINAL,197,200
46,rural health clinics,ORG,283,303
46,"15,000",CARDINAL,383,389
47,India,GPE,0,5
47,Nationally Determined Contribution,ORG,16,50
47,50%,PERCENT,70,73
47,2030,DATE,151,155
47,45%,PERCENT,198,201
47,2005,DATE,207,211
47,Narendra Modi,PERSON,235,248
47,Glasgow,GPE,283,290
47,November 2021,DATE,294,307
47,2070,DATE,340,344
48,COP27,CLIMATE_EVENT,41,46
48,Sharm el-Sheikh,GPE,50,65
48,COP28,CLIMATE_EVENT,89,94
48,$792 million,MONEY,130,142
48,Germany,GPE,144,151
48,UAE,ORG,160,163
48,$100 million,MONEY,177,189
48,United Kingdom,GPE,201,215
48,$75 million,MONEY,226,237
48,the estimated $400 billion,MONEY,299,325
48,annual,DATE,329,335
49,Brazil,GPE,0,6
49,Ministry of Environment and Climate Change,ORG,9,51
49,August 2023,DATE,65,76
49,Amazon,ORG,82,88
49,48%,PERCENT,119,122
49,the first seven months,DATE,126,148
49,Lula da Silva,PERSON,162,175
49,2022,DATE,224,228
49,IBAMA,ORG,280,285
49,the Amazon Fund,ORG,310,325
49,$500 million,MONEY,342,354
49,Norway,GPE,360,366
49,Germany,GPE,371,378
50,The International Energy Agency's,ORG,0,33
50,Net Zero,ORG,34,42
50,2050,DATE,46,50
50,2021,DATE,169,173
50,annual,DATE,197,203
50,$4 trillion,MONEY,237,248
50,2030,DATE,252,256
50,$1.3 trillion,MONEY,266,279
50,2022,DATE,283,287
50,IEA,ORG,289,292
50,Fatih Birol,PERSON,312,323
51,Saudi Arabia's,GPE,0,14
51,Vision 2030,ORG,15,26
51,50%,PERCENT,59,62
51,$500 billion,MONEY,118,130
51,"2,600-megawatt",QUANTITY,161,175
51,Sudair,ORG,176,182
51,278 million tonnes,QUANTITY,248,266
51,annually,DATE,267,275
51,2030,DATE,279,283
51,Saudi,NORP,296,301
51,Green Initiative,GPE,302,318
51,Middle East Green Initiative,LOC,335,363
51,50 billion,CARDINAL,385,395
52,The Kigali Amendment,LAW,0,20
52,the Montreal Protocol,LAW,24,45
52,January 2019,DATE,75,87
52,80%,PERCENT,101,104
52,2047,DATE,166,170
52,thousands,CARDINAL,229,238
52,UNEP,ORG,266,270
52,the Kigali Amendment,LAW,309,329
52,0.5 degrees,THRESHOLD,347,358
52,2100,DATE,381,385
53,Jordanian,NORP,4,13
53,the Renewable Energy and Energy Efficiency Law,ORG,32,78
53,December 2023,DATE,82,95
53,$50 million,MONEY,278,289
53,the Central Bank of Jordan,ORG,336,362
54,Nature Communications,ORG,21,42
54,February 2024,DATE,46,59
54,Arctic,LOC,109,115
54,first,ORDINAL,137,142
54,September,DATE,152,161
54,a decade earlier,DATE,185,201
54,40 years,DATE,273,281
54,2050,DATE,413,417
55,CO2,PRODUCT,47,50
55,36.8 billion tonnes,QUANTITY,100,119
55,2023,DATE,123,127
55,1.1%,PERCENT,131,135
55,2022,DATE,150,154
55,1.0%,PERCENT,179,183
55,15.5 billion tonnes,QUANTITY,187,206
55,1.5%,PERCENT,235,239
55,0.5%,PERCENT,275,279
55,India,GPE,281,286
55,China,GPE,291,296
55,the European Union,ORG,371,389
55,7.4%,PERCENT,402,406
56,"1,923",CARDINAL,49,54
56,2023,DATE,76,80
56,more than 2.5,CARDINAL,82,95
56,722,CARDINAL,130,133
56,March 2024,DATE,194,204
56,80,CARDINAL,349,351
56,CO2,PRODUCT,366,369
56,20-year,DATE,377,384
57,The British Antarctic Survey,ORG,0,28
57,February 2024,DATE,41,54
57,Antarctic sea,LOC,60,73
57,9,CARDINAL,128,129
57,the preceding 12 months,DATE,133,156
57,2.6 million square kilometers,QUANTITY,177,206
57,1981-2010,DATE,224,233
57,Antarctic ice,LOC,314,327
58,ETH Zurich,ORG,10,20
58,Nature,WORK_OF_ART,42,48
58,2023 summer,DATE,62,73
58,the Northern Hemisphere,LOC,87,110
58,The World Weather Attribution,ORG,185,214
58,July 2023,DATE,241,250
58,Southern Europe,LOC,263,278
58,North Africa,GPE,280,292
58,the Middle East,LOC,298,313
58,2.5 degrees,THRESHOLD,337,348
58,Phoenix,GPE,383,390
58,Arizona,GPE,392,399
58,31 consecutive days,DATE,412,431
58,43 degrees,THRESHOLD,438,448
59,Pakistan,GPE,26,34
59,August,DATE,42,48
59,September 2022,DATE,53,67
59,one-third,CARDINAL,78,87
59,33 million,CARDINAL,113,123
59,over $30 billion,MONEY,143,159
59,190%,PERCENT,215,219
59,Karakoram,LOC,276,285
59,Hindu Kush,PERSON,290,300
59,The World Health Organization,ORG,309,338
59,"1,739",CARDINAL,348,353
59,8 million,CARDINAL,414,423
60,the United States,GPE,54,71
60,$92.9 billion,MONEY,80,93
60,2023,DATE,97,101
60,NOAA,ORG,116,120
60,28,CARDINAL,133,135
60,billion-dollar,MONEY,145,159
60,Hawaii,GPE,200,206
60,Lahaina,GPE,243,250
60,100,CARDINAL,262,265
61,The World Health Organization,ORG,0,29
61,"approximately 250,000",CARDINAL,71,92
61,between 2030,DATE,120,132
61,2050,DATE,137,141
61,The Lancet Countdown on Health and Climate Change,ORG,203,252
61,68%,PERCENT,324,327
61,between 2000 and 2022,DATE,328,349
61,the Middle East,LOC,356,371
61,South Asia,LOC,376,386
62,East Africa,GPE,3,14
62,2020-2023,DATE,20,29
62,40 years,DATE,55,63
62,36 million,CARDINAL,75,85
62,Kenya,GPE,100,105
62,Somalia,GPE,107,114
62,Ethiopia,GPE,120,128
62,Five,CARDINAL,130,134
62,over 13 million,CARDINAL,188,203
62,late 2023,DATE,302,311
62,2.4 million,CARDINAL,384,395
62,Somalia,GPE,406,413
63,Amman,GPE,15,20
63,the 2023 summer,DATE,55,70
63,75 micrograms per cubic meter,QUANTITY,117,146
63,12 days,DATE,150,157
63,three,CARDINAL,159,164
63,WHO,ORG,175,178
63,25,CARDINAL,192,194
63,4.2 million,CARDINAL,344,355
63,The Ministry of Health,ORG,367,389
64,2023,DATE,50,54
64,the Internal Displacement Monitoring Centre,ORG,61,104
64,26.4 million,CARDINAL,115,127
64,The Middle East,LOC,186,201
64,North Africa,GPE,206,218
64,1.2 million,CARDINAL,230,241
64,Libya,GPE,290,295
64,Levant,GPE,319,325
64,UNHCR,ORG,327,332
64,Jordan,GPE,410,416
64,Lebanon,GPE,418,425
64,Turkey,GPE,431,437
65,Morocco,GPE,0,7
65,Noor-Ouarzazate,ORG,10,25
65,one,CARDINAL,60,63
65,580 megawatts,QUANTITY,90,103
65,up to 7 hours,TIME,166,179
65,$2.5 billion,MONEY,198,210
65,Morocco,GPE,228,235
65,CO2,PRODUCT,238,241
65,"760,000 tonnes",QUANTITY,255,269
65,annually,DATE,270,278
65,Morocco,GPE,280,287
65,52%,PERCENT,302,305
65,2030,DATE,335,339
65,Sahara,LOC,372,378
65,Europe,LOC,416,422
66,Sahara,LOC,28,34
66,Sahel Initiative,PERSON,39,55
66,2007,DATE,69,73
66,100 million,CARDINAL,91,102
66,"8,000 kilometers",QUANTITY,136,152
66,Senegal,GPE,158,165
66,Djibouti,GPE,169,177
66,2024,DATE,185,189
66,approximately 18 million,QUANTITY,191,215
66,UNEP,ORG,245,249
66,20,CARDINAL,278,280
66,African,NORP,281,288
66,$19 billion,MONEY,326,337
66,the One Planet Summit,ORG,360,381
66,January 2021,DATE,385,397
67,Denmark,GPE,0,7
67,Kalundborg Symbiosis,ORG,10,30
67,1972,DATE,48,52
67,Nine,CARDINAL,115,119
67,"5,000",CARDINAL,201,206
67,"635,000 tonnes",QUANTITY,337,351
67,$28 million,MONEY,395,406
67,annually,DATE,407,415
68,Medina al-Munawwarah,GPE,12,32
68,2023,DATE,73,77
68,3-degree,QUANTITY,156,164
68,2027,DATE,249,253
68,Saudi Arabia's,GPE,281,295
68,$2 billion,MONEY,355,365
69,Egypt,GPE,0,5
69,National Adaptation Plan,ORG,8,32
69,the Nile Delta,LOC,45,59
69,50%,PERCENT,67,70
69,$3.5 billion,MONEY,173,185
69,the Agricultural Research Centre,ORG,298,330
69,Delta,ORG,336,341
69,60%,PERCENT,351,354
69,Egypt,GPE,358,363
69,40%,PERCENT,375,378
69,40 million,CARDINAL,403,413
70,Middle Eastern,NORP,29,43
70,3 to,QUANTITY,83,87
70,8 degrees,THRESHOLD,88,97
70,Amman,GPE,131,136
70,Riyadh,GPE,138,144
70,Baghdad,GPE,150,157
71,UNEP,ORG,0,4
71,Emissions Gap Report,REPORT,7,27
71,2023,DATE,28,32
71,2.5,CARDINAL,88,91
71,2.9 degrees,THRESHOLD,95,106
71,2100,DATE,129,133
71,NDCs,POLICY,192,196
71,2.0 degrees,THRESHOLD,218,229
71,Paris Agreement,AGREEMENT,247,262
71,42%,PERCENT,293,296
71,2030,DATE,330,334
71,57%,PERCENT,341,344
71,2035,DATE,358,362
71,2019,DATE,375,379
72,Jordan,GPE,85,91
72,Israel,GPE,93,99
72,the Palestinian Authority,ORG,105,130
72,300 million cubic meters,QUANTITY,148,172
72,Dead Sea,LOC,221,229
72,$10 billion,MONEY,242,253
72,800 megawatts,QUANTITY,306,319
72,400-meter,QUANTITY,330,339
72,the Red Sea,LOC,369,380
72,2024,DATE,401,405
72,World Bank,ORG,442,452
73,The Lancet Planetary Health,ORG,28,55
73,35 degrees,THRESHOLD,98,108
73,12%,PERCENT,160,163
73,the Middle East,LOC,177,192
73,South Asia,LOC,197,207
73,$2.4 trillion,MONEY,268,281
73,annually,DATE,282,290
73,2030,DATE,294,298
73,Jordan,PERSON,300,306
73,40%,PERCENT,381,384
73,months,DATE,428,434
74,Antarctic,ORG,4,13
74,26.0 million square kilometers,QUANTITY,55,85
74,"September 21, 2023",DATE,89,107
74,12th,ORDINAL,124,128
74,1979,DATE,160,164
74,the Montreal Protocol,ORG,172,193
74,approximately 2066,DATE,269,287
74,Antarctica,LOC,293,303
74,NOAA,ORG,321,325
74,NASA,ORG,330,334
75,Mediterranean,LOC,77,90
75,5-15%,PERCENT,101,106
75,2050,DATE,110,114
75,Jordan,GPE,162,168
75,Al Tafila,PERSON,171,180
75,38,CARDINAL,202,204
75,117 megawatts,QUANTITY,217,230
75,"approximately 80,000",CARDINAL,365,385
75,Jordanian,NORP,386,395
75,annually,DATE,407,415
76,The Intergovernmental Panel on Climate Change Special Report,ORG,0,60
76,90%,PERCENT,130,133
76,1970,DATE,197,201
76,Marine,ORG,203,209
76,1982,DATE,252,256
76,20 to 50,CARDINAL,285,293
76,2 degrees,THRESHOLD,320,329
77,October 2023,DATE,3,15
77,the African Group of Negotiators,ORG,17,49
77,$1.3 trillion,MONEY,61,74
77,annual,DATE,78,84
77,2030,DATE,104,108
77,approximately $100 billion,MONEY,140,166
77,Africa,LOC,242,248
77,only 3.8%,PERCENT,258,267
77,$50 billion,MONEY,318,329
77,100,MONEY,362,365
77,2030,DATE,381,385
78,Jordan,GPE,0,6
78,Azraq,ORG,9,14
78,"approximately 43,000",CARDINAL,37,57
78,Syrian,NORP,58,64
78,first,ORDINAL,94,99
78,2017,DATE,159,163
78,12.9-megawatt,QUANTITY,171,184
78,UNHCR,ORG,216,221
78,IKEA Foundation,ORG,226,241
78,$5.5 million,MONEY,270,282
78,annually,DATE,283,291
78,14 hours,TIME,321,329
78,only 8 hours,TIME,425,437
123,The United Nations Environment Programme,ORG,0,40
123,2023,DATE,54,58
123,Global Methane Assessment,WORK_OF_ART,59,84
123,45%,PERCENT,150,153
123,2030,DATE,157,161
123,three,CARDINAL,300,305
123,UNEP,ORG,323,327
123,0.3 degrees,THRESHOLD,380,391
123,mid-century,DATE,406,417
124,The International Maritime Organization,ORG,0,39
124,July 2023,DATE,85,94
124,2050,DATE,177,181
124,50%,PERCENT,209,212
124,approximately 3%,PERCENT,246,262
124,20%,PERCENT,336,339
124,2030,DATE,362,366
124,70%,PERCENT,371,374
124,2040,DATE,378,382
124,2008,DATE,395,399
125,Nature Food,ORG,11,22
125,approximately 34%,PERCENT,76,93
125,14.5%,PERCENT,187,192
125,up to 70%,PERCENT,404,413
126,The World Resources Institute,ORG,0,29
126,22.8 million,CARDINAL,75,87
126,2023,DATE,100,104
126,every 5 seconds,TIME,154,169
126,3.7 million,CARDINAL,214,225
126,Brazil,GPE,241,247
126,the Democratic Republic of Congo,GPE,249,281
126,Bolivia,GPE,287,294
127,Jordan,GPE,0,6
127,Ministry of Water and Irrigation,ORG,9,41
127,the National Water Strategy,ORG,51,78
127,2023-2040,DATE,79,88
127,25%,PERCENT,102,105
127,40%,PERCENT,150,153
127,400 million cubic meters,QUANTITY,288,312
127,annually,DATE,313,321
127,the World Bank,ORG,354,368
127,USAID,ORG,370,375
127,German,NORP,385,391
127,KfW,ORG,411,414
127,$1.8 billion,MONEY,428,440
128,"over 12,500",CARDINAL,67,78
128,1 billion,CARDINAL,90,99
128,32%,PERCENT,185,188
128,2030,DATE,192,196
128,approximately 70%,PERCENT,217,234
129,the Middle East,LOC,57,72
129,winter,DATE,79,85
129,10-20%,PERCENT,108,114
129,1960,DATE,121,125
129,Earth,LOC,221,226
129,the Eastern Mediterranean,LOC,277,302
129,3.5,CARDINAL,332,335
129,1900,DATE,342,346
129,20%,PERCENT,382,385
129,2050,DATE,395,399
130,The Asian Development Bank,ORG,0,26
130,$100 billion,MONEY,37,49
130,2019-2030,DATE,88,97
130,South,LOC,145,150
130,Southeast Asia,LOC,155,169
130,$250 million,MONEY,302,314
130,Pakistan,GPE,323,331
130,$180 million,MONEY,368,380
130,India,GPE,421,426
131,the Tibetan Plateau,LOC,26,45
131,1.5 million square kilometers,QUANTITY,85,114
131,Qinghai,GPE,164,171
